Campo;Descripcion
H31;Ha_tenido_tos_en_las_últimas_dos_semanas
V228;Ha_tenido_un_embarazo_que_terminó_en_aborto_involuntario_o_nacido_muerto
HA0;HA0-Número_de_orden_en_el_hogar
HA2;HA2-Peso_en_kilogramos_(1_decimal)
HA32;HA32-Fecha_de_nacimiento_(cmc)
HA33;HA33-Fecha_de_información_completa
HA3;HA3-Talla_en_centímetros_(1_decimal)
HA51;HA51-Número_de_orden_del_padre_o_responsable
HA52;HA52-Leyó_la_declaración_de_consentimiento_para_la_medición_de_hemoglobina
HA53;HA53-Nivel_de_hemoglobina_(g/dl_-_1_decimal)
HA54;HA54-Actualmente_embarazada
HA55;HA55-Resultado_de_la_medición_(hemoglobina)
HA57;HA57-Nivel_de_anemia
HA58;HA58-Está_de_acuerdo_con_enviar_los_datos_a_un_especialista
HA5;HA5-Talla/Edad_Desviación_Estándar
H11B;Había_sangre_en_las_deposiciones_de_la_niña(o)
QS312C;Hace_cuánto_tiempo_-_cantidad
QS312U;Hace_cuánto_tiempo_-_Unidad
QS412C;Hace_cuánto_tiempo_de_la_prueba_papanicolaou_-_cantidad
QS412U;Hace_cuánto_tiempo_de_la_prueba_papanicolaou_-_Unidad
QS410C;Hace_cuánto_tiempo_del_examen_de_mama_-_cantidad
QS410U;Hace_cuánto_tiempo_del_examen_de_mama_-_Unidad
PS109_1A;Hace_cuanto_tiempo_es_beneficiario:_Años
PS109_1M;Hace_cuanto_tiempo_es_beneficiario:_Meses
PS107_1A;Hace_cuanto_tiempo_es_beneficiario_Años
PS107_1M;Hace_cuanto_tiempo_es_beneficiario_Meses
QS804C;Hace_cuánto_tiempo_fue_atendido_la_última_vez
QS822C;Hace_cuánto_tiempo_le_indicaron_el_uso_de_lentes_a_la_niña(o)
QS416C;Hace_cuanto_tiempo_le_realizaron_la_mamografía_-_cantidad
QS416U;Hace_cuanto_tiempo_le_realizaron_la_mamografía_-_Unidad
QS818C;Hace_cuánto_tiempo_lo_evaluaron_de_la_vista
QS302C;Hace_cuánto_tiempo_que_le_evaluaron_-_cantidad
QS302U;Hace_cuánto_tiempo_que_le_evaluaron_-_Unidad
QS501C;Hace_cuánto_tiene_tos_con_flema_-_cantidad
QS501U;Hace_cuánto_tiene_tos_con_flema_-_Unidad
M1D;Hace_cuantos_años_recibió_la_última_inyección_contra_el_tétano_antes_del_embarazo
QS204U;Hace_que_años_empezó_a_fumar_diariamente_-_Unidad
HC0;HC0-Número_de_orden_en_el_hogar
HC10;HC10-Peso/Talla_percentil
HC12;HC12-Peso/Talla_Porcentaje_de_la_mediana_de_referencia
HC13;HC13-Razón_por_la_cual_el_niño_no_se_midió
HC15;HC15-El_niño_se_midió_acostado_o_de_pie
HC16;HC16-Día_de_nacimiento_del_niño
HC19;HC19-Año_de_la_medición
HC32;HC32-Fecha_de_nacimiento_(cmc)
HC33;HC33-Fecha_de_información_completa
HC4;HC4-Talla/Edad_percentil
HC58;HC58-Está_de_acuerdo_con_enviar_los_datos_a_un_especialista
HC5;HC5-Talla/Edad_Desviación_Estándar
HC6;HC6-Talla/Edad_porcentaje_de_la_mediana_de_referencia
HC70;HC70-Talla/Edad_de_la_Desviación_Estándar_de_la_mediana_de_referencia_(según_la_OMS)
HC71;HC71-Peso/Edad_de_la_Desviación_Estándar_de_la_mediana_de_referencia_(según_la_OMS)
HC72;HC72-Peso/Talla_Desviación_Estándar_de_la_mediana_de_referencia_(según_la_OMS)
HC73;HC73-Desviación_Estándar_del_IMC_(según_la_OMS)
HC7;HC7-Peso/Edad_percentil
HC9;HC9-Peso/Edad_porcentaje_de_la_mediana_de_referencia
HV237;Hecho_algo_al_agua_para_hacerla_segura_para_beber
HV002A;Hogar
QHHOME;Hogar_seleccionado
D104;Hubo_violencia_emocional
HW10;HW10-Peso/Talla_percentil
HW12;HW12-Peso/Talla_porcentaje_de_la_mediana_de_referencia
HW13;HW13-Razón_por_la_cual_el_niño_no_se_midió
HW15;HW15-El_niño_se_midió_acostado_o_de_pie
HW16;HW16-Día_de_nacimiento_del_niño
HW19;HW19-Año_de_la_medición
HW1;HW1-Edad_en_meses
HW2;HW2-Peso_en_kilogramos_(1_decimal)
HW3;HW3-Talla_en_centímetros_(1_decimal)
HW4;HW4-Talla/Edad_percentil
HW51;HW51-Número_de_orden_del_padre_o_responsable
HW52;HW52-Leyó_la_declaración_de_consentimiento_para_la_medición_de_hemoglobina
HW55;HW55-Resultado_de_la_medición_(Hemoglobina)
HW57;HW57-Nivel_de_anemia
HW6;HW6-Talla/Edad_porcentaje_de_la_mediana_de_referencia
HW70;HW70-Talla/Edad_de_la_Desviación_Estándar_de_la_mediana_de_referencia_(según_la_OMS)
HW71;HW71-Peso/Edad_de_la_Desviación_Estándar_de_la_mediana_de_referencia_(según_la_OMS)
HW72;HW72-Peso/Talla_Desviación_Estándar_de_la_mediana_de_referencia_(según_la_OMS)
HW73;HW73-Desviación_Estándar_del_IMC_(según_la_OMS)
HW7;HW7-Peso/Edad_percentil
HW9;HW9-Peso/Edad_porcentaje_de_la_mediana_de_referencia
HHID;Identificacion_Cuestionario_del_Hogar
CASEID;Identificación_Cuestionario_Individual
CASEID;Identificación_del_caso
V028;Identificación_del_entrevistador
V029;Identificador_del_digitador
S119NA;Idioma_materna_su_madre
S119;Idioma_o_lengua_materna_que_aprendió_hablar_en_su_niñez
IDX94;IDX94-Orden_de_historia_de_nacimiento
QS8INICIO;Indicación_inicio_capítulo_8
V530;Indicador_para_v529
V532;Indicador_para_V531
IDX95;Índice_de_historia_de_nacimiento
V235;Índice_de_la_historia_de_nacimiento_de_último_hijo_nacido
HA40;Índice_de_Masa_Corporal_para_la_entrevistada
V445;Índice_de_masa_corporal_para_la_MEF
MMIDX;Índice_de_mortalidad_materna
HV270;Índice_de_riqueza
V190;Índice_de_riqueza_V190
HA41;Índice_de_Rohrer_para_la_entrevistada
V446;Índice_de_Rohrer_para_la_MEF
S45IF1Y;Influenza_1ra._dosis_-_año
S45IF1D;Influenza_1ra._dosis_-_día
S45IF1M;Influenza_1ra._dosis_-_mes
S45IF2Y;Influenza_2da._dosis_-_año
S45IF2D;Influenza_2da._dosis_-_día
S45IF2M;Influenza_2da._dosis_-_mes
V243;Información_completa_de_último_término
V232;Información_mes_y_año_que_ocurrió_el_último_embarazo
QSMEF;Informante_en_Mef
V419;Ingreso_en_la_tabla_de_altura/peso
V417;Ingreso_en_la_tabla_de_maternidad
V418;Ingreso_en_la_tabla_de_salud
S718;Ingresos_de_la_entrevistada_utilizada_para_gastos_familiares
V017;Inicio_del_calendario,_Codificación_centenaria_de_mesesl_CMC
QS27;Institucion_a_que_corresponde_el_seguro_que_tiene
SH52;Institución_de_pago_de_agua
V510;Integridad_de_la_información_para_la_fecha_de_inicio_del_primer_matrimonio_o_unión
V318;Integridad_de_la_información_para_la_fecha_de_la_esterilización
V014;Integridad_de_la_información_para_la_fecha_de_nacimiento
V223;Integridad_de_la_información_relativa_a_la_fecha_de_la_concepción_del_embarazo_actual
V362;Intención_de_uso
HC63;Intervalo_de_los_nacimientos_anteriores_al_niño
B11;Intervalo_de_nacimiento_anterior
B12;Intervalo_de_nacimiento_satisfactorio
V222;Intervalo_entre_el_último_nacimiento_y_la_fecha_de_la_entrevista_en_meses
V221;Intervalo_entre_la_primera_unión_y_primer_nacimiento_en_meses
H37J;Inyección_para_fiebre/tos
V478;Inyecciones_administradas_por_un_trabajador_de_salud
V480;Jeringa_y_aguja_de_un_paquete_nuevo_sin_abrir
V821C;La_antepenúltima_pareja_sexual_era_mayor,_más_joven_o_de_la_misma_edad
M3F;La_atendió_en_el_parto:_Asistente_de_parto_entrenado
M3G;La_atendió_en_el_parto:_Comadrona/partera
M3B;La_atendió_en_el_parto:_Enfermera
M3H;La_atendió_en_el_parto:_Familiar
M3A;La_atendió_en_el_parto:_Médico
M3N;La_atendió_en_el_parto:_Nadie
M3C;La_atendió_en_el_parto:_Obstetra
M3K;La_atendió_en_el_parto:_Otro
M3E;La_atendió_en_el_parto:_Promotor_de_salud
M3D;La_atendió_en_el_parto:_Técnico_en_enfermería
S426E;La_cesárea_fue_programada
M2F;La_chequeó_en_su_control_prenatal:_Asistente_de_parto_entrenado
M2G;La_chequeó_en_su_control_prenatal:_Comadrona/partera
M2B;La_chequeó_en_su_control_prenatal:_Enfermera
M2A;La_chequeó_en_su_control_prenatal:_Médico
M2N;La_chequeó_en_su_control_prenatal:_Nadie
M2C;La_chequeó_en_su_control_prenatal:_Obstetra
M2K;La_chequeó_en_su_control_prenatal:_Otro
M2E;La_chequeó_en_su_control_prenatal:_Promotor_de_salud
M2H;La_chequeó_en_su_control_prenatal:_Relativo_(no_estándar_y_rara_vez_se_usa)
M2D;La_chequeó_en_su_control_prenatal:_Técnico_en_enfermería
V393;La_ha_visitado_un_trabajador_de_salud_para_hablarle_sobre_planificación_Familiar_en_los_últimos_12_meses
V472Q;La_madre_tenía_aceite,_grasas,_mantequilla,_productos_hechos_de_ellos
V472H;La_madre_tenía_carne_(ternera,_cerdo,_cordero,_pollo,_etc.)
V472R;La_madre_tenía_chocolates,_dulces,_dulces,_pasteles,_etc.
V472O;La_madre_tenía_comida_hecha_de_frijoles,_guisantes,_lentis,_nueces
V471C;La_madre_tenía_cualquier_otro_líquido
V472M;La_madre_tenía_hígado,_corazón_y_otros_órganos
V472G;La_madre_tenía_huevos
V471A;La_madre_tenía_leche_enlatada,_en_polvo_o_fresca
V472K;La_madre_tenía_mangos,_papayas_y_otras_frutas_con_vitamina_A
V472S;La_madre_tenía_otros_alimentos_sólidos_semisólidos
V472L;La_madre_tenía_otros_fuits
V472E;La_madre_tenía_pan,_fideos,_otros_hechos_de_granos
V472F;La_madre_tenía_papas,_cassaves_u_otros_tubérculos
V472N;La_madre_tenía_pescado_o_marisco
V472I;La_madre_tenía_pumpink,_zanahorias,_squash_(amarillo_o_naranja_en_el_interior)
V472P;La_madre_tenía_queso,_yogur_y_otros_productos_lácteos
V471B;La_madre_tenía_té_o_café
V472J;La_madre_tenía_verduras_de_hoja_verde_oscuro
V851L;La_mayoría_de_las_mujeres_casadas_solo_tienen_relaciones_sexuales_con_sus_esposos
V851H;La_mayoría_de_las_mujeres_jóvenes_esperan_el_sexo_hasta_el_matrimonio
V851J;La_mayoría_de_las_mujeres_solteras_sexualmente_activas_tienen_una_sola_pareja
V851F;La_mayoría_de_los_hombres_casados_solo_tienen_sexo_con_sus_esposas
V851D;La_mayoría_de_los_hombres_solteros_sexualmente_activos_tienen_una_sola_pareja
V851B;La_mayoría_de_los_jóvenes_esperan_el_sexo_hasta_el_matrimonio
V461;La_MEF_durmió_debajo_de_mosquitero
MM10;La_muerte_y_el_embarazo_están_relacionados
QH227A;La_muestra_fue_tomada_por:
QS832;La_niña(o)_acostumbra_leer_mientras_está_caminando,_en_el_carro_o_mototaxi
QS826;La_niña(o)_está_usando_lentes_o_anteojos_a_veces,_casi_siempre_o_siempre
QS836;La_niña(o)_tiene_confianza_para_contarle_sus_cosas_con_algún(a)_profesor(a)_del_colegio
QS828;La_niña(o)_ve_televisión/computadora/laptop/tablet_muy_cerca,_a_menos_de_30_cm
QH227B;La_nuestra_del_agua_se_extrajo_del:
S430D;La_partida/acta_tiene_Código_Único_de_Identidad_(CUI)
V821B;La_penúltima_pareja_sexual_era_mayor,_más_joven_o_de_la_misma_edad
S1017;La_persona_que_le_pegó,_abofeteó,_pateó_o_la_maltrato_físicamente_con_mayor_frecuencia,_últimos_12m_cuánt_veces_lo_hizo
D123;La_primera_relación_sexual_fue_deseada_o_forzada
V375A;La_razón_principal_para_no_utilizar_un_método
V376;La_razón_principal_por_la_que_no_piensa_usar_ningún_método_en_el_futuro
H31C;La_respiración_rápida_o_difícil_era_por_un_problema_en_el_pecho_o_porque_tenía_la_nariz_tupida
V242;La_terminación_finalizó_antes_del_calendario,_Codificación_centenaria_de_meses_CMC
V474D;La_tuberculosis_es_transmitida_de_una_persona_a_otra:_a_través_de_los_alimentos
V474A;La_tuberculosis_es_transmitida_de_una_persona_a_otra:_a_través_del_aire_al_toser/estornudar
V474B;La_tuberculosis_es_transmitida_de_una_persona_a_otra:_al_compartir_utensilios
V474Z;La_tuberculosis_es_transmitida_de_una_persona_a_otra:_No_sabe
V474X;La_tuberculosis_es_transmitida_de_una_persona_a_otra:_otro
V474E;La_tuberculosis_es_transmitida_de_una_persona_a_otra:_por_contacto_sexual
V474F;La_tuberculosis_es_transmitida_de_una_persona_a_otra:_por_picadura_de_mosquito
V474C;La_tuberculosis_es_transmitida_de_una_persona_a_otra:_tocando_a_una_persona_con_TBC
QS505A;La_tuberculosis_se_contagia_cuando_la_persona_enferma_tose_o_estornuda_cerca_a_otra_persona
V821A;La_última_pareja_sexual_es_mayor,_más_joven_o_de_la_misma_edad
V827;La_última_prueba_fue_por_su_cuenta,_ofrecida_o_requerida
V770;La_última_vez_que_usted_tuvo_una_ETS,_buscó_consejo_o_tratamiento_de_un_médico_en_un_hospital,_clìnica_o_consultorio_particular
V835C;La_última_vez_tuvo_relaciones_sexuales_alguno_de_los_dos_se_embriagó_(antepenúltima_pareja_sexual)
V835B;La_última_vez_tuvo_relaciones_sexuales_alguno_de_los_dos_se_embriagó_(penúltima_pareja_sexual)
V835A;La_última_vez_tuvo_relaciones_sexuales_alguno_de_los_dos_se_embriagó_(última_pareja_sexual)
SH76A;La_vivienda_tiene_ventanas
QS706;Las_molestias_o_problema_cuánto_le_han_dificultado_para_realizar_su_trabajo,_sus_actividades_en_la_casa_o_llevarse_bien_con_otras_personas
V851K;Las_mujeres_casadas_solo_deben_tener_relaciones_sexuales_con_sus_esposos
V851G;Las_mujeres_jóvenes_deben_esperar_para_tener_relaciones_sexuales_hasta_el_matrimonio
V851I;Las_mujeres_solteras_sexualmente_activas_deben_tener_una_sola_pareja
V847;Las_personas_con_SIDA_deberían_avergonzarse_de_sí_mismas
QS610;Las_personas_pueden_adquirir_el_virus_que_causa_el_SIDA_(VIH)_compartiendo_alimentos_o_utensilios_con_una_persona_infectada
QS608;Las_personas_pueden_adquirir_el_virus_que_causa_el_SIDA_(VIH)_por_dar_un_abrazo,_beso_o_caricias_a_una_persona_infectada
QS609;Las_personas_pueden_adquirir_el_virus_que_causa_el_SIDA_(VIH)_por_la_picadura_de_un_mosquito
QS611;Las_personas_que_usan_condón_cada_vez_que_tienen_relaciones_sexuales_tienen_menos_riesgo_de_adquirir_el_virus_que_causa_el_SIDA_(VIH)
QS606;Las_personas_tienen_menos_riesgo_de_adquirir_el_virus_que_causa_el_VIH_(SIDA),_si_tiene_una_sola_pareja_sexual_que_no_infectada_y_que_no_tenga_otras_parejas
SH43;Las_últimas_2_semanas_fueron_interrumpidas_por_un_día_o_más
QS109;Le_diagnosticaron_diabetes_o_azúcar_alta
QS102;Le_diagnosticaron_Hipertensión_Arterial_o_Presión_Alta
S473DB;Le_dieron_para_tratar_la_diarrea:_jarabe_de_zinc
S473DA;Le_dieron_para_tratar_la_diarrea:_pastillas_de_zinc
V3A02;Le_dijeron_de_los_efectos_secundarios_que_podría_tener_con_este_método
M44;Le_dijeron_dónde_acudir_si_se_presentan_complicaciones_del_embarazo
V3A04;Le_dijeron_qué_hacer_si_llegaba_a_experimentar_efectos_secundarios_con_ese_método
H13B;Le_dio:_frutiflex/electrolite
H14;Le_dio:_suero_casero
H31E;Le_dió_la_misma_cantidad_de_comida_que_antes_de_la_fiebre_o_tos,_le_dio_más_o_le_dio_menos_comida
H38;Le_dió_usted_la_misma_cantidad_de_bebidas_que_antes_de_la_diarrea,_màs_bebidas_o_menos_bebidas
H31D;Le_dió_usted_la_misma_cantidad_de_bebidas_que_antes_de_la_fiebre_o_tos,_más_bebidas_o_menos_bebidas
H39;Le_dió_usted_la_misma_cantidad_de_comida_que_antes_de_la_diarrea,_le_dio__màs_o_le_dio_menos_comida
M43;Le_explicaron_acerca_de_las_complicaciones_que_se_pueden_presentar_en_el_embarazo
V602;Le_gustaria_tener_otro_hijo_o_preferiría_no_tener_más
V3A05;Le_hablaron_acerca_de_otros_métodos_de_planificación_familiar_que_podía_usar
QS717;Le_han_detenido_más_de_una_vez_por_alterar_el_orden_o_manejar_bajo_los_efectos_del_alcohol
S817;Le_han_Diagnosticado_alguna_ETS_en_los_últimos_12_meses
QS304;Le_han_diagnosticado_Catarata
QS820;Le_han_diagnosticado_un_problema_de_visión_y_el_uso_de_anteojos
S466;Le_hicieron_algún_control_de_crecimiento_y_desarrollo
V840;Le_hicieron_la_prueba_de_SIDA_como_parte_del_control_prenatal
S486;Le_hicieron_un_examen_de_mama_en_los_últimos_5_años
S485A;Le_hicieron_una_prueba_de_papanicolaou_en_los_últimos_5_años
QS107;Le_midieron_el_azúcar_o_glucosa_en_la_sangre
V839;Le_ofrecieron_prueba_de_SIDA_como_parte_del_control_prenatal
HA61;Lea_la_declaración_de_consentimiento_(VIH)
S119NB;Lengua_materna_su_padre
V452C;Leyó_declaración_de_consentimiento
V473A;Leyó_declaración_de_consentimiento_(VIH)
HC52;Leyó_la_declaración_de_consentimiento
QS800;Línea_de_niña/niño
S481AG;Llevaría_inmediatamente_al_niño_al_centro_de_salud_si:_come/bebe_poco
S481AC;Llevaría_inmediatamente_al_niño_al_centro_de_salud_si:_le_da_fiebre/diarrea/vómito
S481AA;Llevaría_inmediatamente_al_niño_al_centro_de_salud_si:_no_puede_beber_o_lactar
S481AZ;Llevaría_inmediatamente_al_niño_al_centro_de_salud_si:_no_sabe
S481AX;Llevaría_inmediatamente_al_niño_al_centro_de_salud_si:_Otro
S481AF;Llevaría_inmediatamente_al_niño_al_centro_de_salud_si:_sangre_sobre_las_heces_hace_deposiciones_con_sangre
S481AB;Llevaría_inmediatamente_al_niño_al_centro_de_salud_si:_se_pone_más_enfermo
S481AD;Llevaría_inmediatamente_al_niño_al_centro_de_salud_si:_tiene_respiraciones_rápidas
S481AE;Llevaría_inmediatamente_al_niño_al_centro_de_salud_si:_tiene_tos/dificultad_para_respirar
V149;Logro_educativo
V851E;Los_hombres_casados_solo_deben_tener_relaciones_sexuales_con_sus_esposas
V851A;Los_hombres_jóvenes_deben_esperar_para_tener_relaciones_sexuales_hasta_el_matrimonio
V851C;Los_hombres_solteros_sexualmente_activos_solo_deben_tener_relaciones_sexuales_con_una_pareja_sexual
V849;Los_niños_de_12_a_14_años_de_edad_deben_esperar_a_tener_relaciones_sexuales_hasta_el_matrimonio
HV228;Los_niños_menores_de_5_años_durmieron_bajo_mosquiteros_anoche
V460;Los_niños_menores_de_5_dormían_bajo_el_mosquitero_anoche_(informe_HH)
S618K;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_amigas/vecinas
S618L;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_amigos
S618A;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_esposo/pareja
S618D;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_hermanas
S618E;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_hermanos
S618F;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_hija
S618G;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_hijo
S618B;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_madre
S618J;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_novio
S618X;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_otros
S618M;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_otros_familiares
S618C;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_padre
S618H;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_suegra
S618I;Los_últimos_12_meses_comentado_sobre_planificación_familiar_con:_suegro
HV026;Lugar_de_residencia
V103;Lugar_de_residencia_de_la_infancia
V141;Lugar_de_residencia_De-jure
M15;Lugar_del_parto
QS303;Lugar_donde_la_evaluaron
V762AU;Lugar_donde_se_puede_conseguir_condones:_Amigos,_familiares
V762AB;Lugar_donde_se_puede_conseguir_condones:_Centro_de_salud_MINSA
V762AC;Lugar_donde_se_puede_conseguir_condones:_Clínica_de_planificación_familiar
V762AD;Lugar_donde_se_puede_conseguir_condones:_Clínica_móvil
V762AM;Lugar_donde_se_puede_conseguir_condones:_Clínica_móvil_privada
V762AJ;Lugar_donde_se_puede_conseguir_condones:_Clínica_particular
V762AP;Lugar_donde_se_puede_conseguir_condones:_Clínica7posta_de_ONG
V762AL;Lugar_donde_se_puede_conseguir_condones:_Consultorio_médico_particular
V762AR;Lugar_donde_se_puede_conseguir_condones:_CS_privado
V762AK;Lugar_donde_se_puede_conseguir_condones:_Farmacia/botica
V762AT;Lugar_donde_se_puede_conseguir_condones:_Hospital/otro_de_la_Iglesia
V762AW;Lugar_donde_se_puede_conseguir_condones:_Hospital/otro_de_la_Municipalidad
V762AV;Lugar_donde_se_puede_conseguir_condones:_Hospital/otro_de_las_FFAA_y_PNP
V762AH;Lugar_donde_se_puede_conseguir_condones:_Hospital_ESSALUD
V762AA;Lugar_donde_se_puede_conseguir_condones:_Hospital_MINSA
V762AZ;Lugar_donde_se_puede_conseguir_condones:_No_sabe
V762AF;Lugar_donde_se_puede_conseguir_condones:_Otro_Gobierno
V762AO;Lugar_donde_se_puede_conseguir_condones:_Otro_privado
V762AX;Lugar_donde_se_puede_conseguir_condones:_Otros
V762AI;Lugar_donde_se_puede_conseguir_condones:_Policlínico/centro/posta_ESSALUD
V762AQ;Lugar_donde_se_puede_conseguir_condones:_Promotor_de_ONG
V762AE;Lugar_donde_se_puede_conseguir_condones:_Promotor_de_salud_MINSA
V762AG;Lugar_donde_se_puede_conseguir_condones:_Puesto_de_salud_MINSA
V762AS;Lugar_donde_se_puede_conseguir_condones:_Tienda/supermercado/hostal
V762AN;Lugar_donde_se_puede_conseguir_condones:_Trabajador_de_campo_privado
V762BU;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Amigos,_familiares
V762BB;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Centro_de_salud_del_gobierno/posta
V762BC;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Clínica_de_planificación_familiar
V762BD;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Clínica_móvil
V762BM;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_clínica_móvil_privada
V762BK;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Farmacia
V762BJ;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Hospital,_clínica_privada
V762BA;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Hospital_del_gobierno
V762BT;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Iglesia
V762BL;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_médico_privado
V762BX;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Otros
V762BO;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Otros_privados
V762BF;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Otros_públicos
V762BS;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Tienda
V762BN;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_trabajador_de_campo_privado
V762BE;Lugar_donde_se_puede_conseguir_Condónes_femeninos:_Trabajadora_de_campo_pública
V842;Lugar_donde_se_realizó_la_prueba_de_SIDA_como_parte_del_control_prenatal
V829;Lugar_donde_se_realizó_la_última_prueba_de_VIH
H46A;Lugar_en_el_que_se_busca_el_tratamiento_para_la_fiebre
V770V;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Amigo/pariente
V770W;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Automedicación
V770B;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Centro_de_salud_MINSA
V770L;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Centro_privado_de_VCT
V770C;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Centro_público_de_APV
V770Q;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Clínica/posta_de_ONG
V770D;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Clínica_FP
V770K;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Clínica_particular
V770P;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Consultorio_médico_particular
V770R;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_CS_privado
V770U;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Curandero_tradicional
V770M;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Farmacia/botica
V770H;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Hospital_ESSALUD
V770A;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Hospital_MINSA
V770X;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Otro
V770J;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Otro_del_gobierno
V770S;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Otro_privado
V770I;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Policlínico/centro/posta_ESSALUD
V770G;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Puesto_de_salud_MINSA
V770T;Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Tienda
V784B;Lugar_para_hacerse_la_prueba_de_SIDA:_Centro_de_salud_MINSA
V784L;Lugar_para_hacerse_la_prueba_de_SIDA:_Centro_privado_de_APV
V784C;Lugar_para_hacerse_la_prueba_de_SIDA:_Centro_público_de_APV
V784D;Lugar_para_hacerse_la_prueba_de_SIDA:_Clínica_de_PF
V784R;Lugar_para_hacerse_la_prueba_de_SIDA:_CS_privado
V784H;Lugar_para_hacerse_la_prueba_de_SIDA:_Hospital_ESSALUD
V784A;Lugar_para_hacerse_la_prueba_de_SIDA:_Hospital_MINSA
V784S;Lugar_para_hacerse_la_prueba_de_SIDA:_Otro_privado
V784X;Lugar_para_hacerse_la_prueba_de_SIDA:_Otros
V784I;Lugar_para_hacerse_la_prueba_de_SIDA:_Policlínico/centro/posta_ESSALUD
V784G;Lugar_para_hacerse_la_prueba_de_SIDA:_Puesto_de_salud_MINSA
V784F;Lugar_para_hacerse_la_prueba_de_SIDA:_Trabajador_de_arcVIHo
V784O;Lugar_para_hacerse_la_prueba_de_SIDA:_Trabajador_de_campo
S803AM;Lugar_para_hacerse_la_prueba_de_VIH_SIDA:_Hospital/Otro_de_la_Iglesia
S803AG;Lugar_para_hacerse_la_prueba_de_VIH_SIDA:_Hospital/Otros_de_la_Municipalidad
S803AF;Lugar_para_hacerse_la_prueba_de_VIH_SIDA:_Hospital/Otros_FFAA_&_PNP
V784Q;Lugar_para_la_prueba_del_SIDA:_Clínica/posta_ONG
V784K;Lugar_para_la_prueba_del_SIDA:_Clínica_particular
V784P;Lugar_para_la_prueba_del_SIDA:_Consultorio_médico_particular
V784M;Lugar_para_la_prueba_del_SIDA:_Farmacia
V784V;Lugar_para_la_prueba_del_SIDA:_Hospital/Otro_Ayuntamiento
V784T;Lugar_para_la_prueba_del_SIDA:_Hospital/Otro_de_la_Iglesia
V784U;Lugar_para_la_prueba_del_SIDA:_Hospital/Otros_de_las_FFAA_y_PNP
V784J;Lugar_para_la_prueba_del_SIDA:_Otro_público
M2I;M2I-La_chequeó_en_su_control_prenatal:_CS_otra_persona
M2J;M2J-La_chequeó_en_su_control_prenatal:_CS_otra_persona
M2L;M2L-La_chequeó_en_su_control_prenatal:_CS_otro
M2M;M2M-La_chequeó_en_su_control_prenatal:_CS_otro
M3I;M3I-La_atendió_en_el_parto:_CS_otra_persona
M3J;M3J-La_atendió_en_el_parto:_CS_otra_persona
